%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82707.139,301.404,0.956,14.891,105.982,73.032,-474.626,-473.684,-470.578,-469.835,-469.896,-472.993,-474.198,-473.409,-472.107,-469.85,-467.302,-474.648,0.419,-469.113,-471.284,-473.111,-5.064,-544.798,-289.718,14.557,33.052,-7.968
82699.076,301.404,0.956,14.891,105.982,72.712,-475.274,-472.457,-471.219,-469.835,-469.572,-473.926,-474.518,-473.516,-472.33,-469.85,-467.724,-473.692,-0.418,-469.322,-470.973,-473.448,-5.074,-544.798,-289.718,14.557,33.035,-7.968
82715.202,301.399,0.956,14.895,106.061,73.032,-475.382,-472.234,-470.79,-470.671,-469.572,-473.304,-475.159,-474.265,-471.772,-470.163,-468.251,-474.648,0.105,-469.531,-471.076,-472.661,-5.064,-544.798,-289.718,14.557,33.052,-7.968
82707.139,301.399,0.956,14.891,105.982,72.872,-475.274,-472.903,-470.149,-470.147,-470.111,-472.889,-473.557,-474.372,-471.548,-469.433,-467.935,-474.117,0.838,-469.113,-470.662,-472.548,-5.085,-544.798,-289.718,14.557,33.035,-7.968
82699.076,301.398,0.956,14.886,105.903,72.712,-475.166,-473.46,-470.684,-470.042,-469.249,-473.511,-474.091,-473.944,-472.888,-470.267,-467.197,-475.498,0.733,-469.218,-471.076,-473.336,-5.064,-544.798,-289.718,14.557,33.052,-7.958
82703.108,301.399,0.956,14.885,105.903,73.032,-475.382,-472.011,-471.966,-470.355,-469.789,-473.51,-474.732,-473.195,-471.772,-470.579,-468.462,-474.329,-0.105,-469.113,-471.387,-473.111,-5.074,-544.798,-289.718,14.557,33.035,-7.968
82703.108,301.399,0.956,14.896,106.061,73.032,-475.814,-472.68,-470.47,-470.773,-469.681,-472.576,-475.051,-473.944,-470.99,-469.642,-468.251,-474.436,0.733,-469.636,-470.973,-472.886,-5.085,-544.798,-289.718,14.557,33.052,-7.968
82699.076,301.396,0.956,14.897,106.061,73.032,-475.166,-472.568,-471.004,-470.147,-470.004,-473.51,-474.41,-474.692,-471.995,-469.746,-467.619,-474.542,0.314,-468.904,-471.491,-473.336,-5.074,-544.798,-289.718,14.557,33.035,-7.958
82711.171,301.399,0.956,14.89,105.982,72.872,-475.166,-473.126,-471.325,-470.251,-469.465,-473.614,-474.41,-473.943,-472.702,-469.746,-467.619,-474.436,0.314,-468.8,-470.869,-473.561,-5.074,-544.798,-289.718,14.557,33.068,-7.968
82703.108,301.399,0.956,14.891,105.982,73.032,-474.95,-471.9,-471.111,-470.042,-469.249,-472.784,-474.41,-473.943,-471.362,-470.65,-467.408,-474.329,0.419,-468.904,-471.076,-472.548,-5.085,-544.798,-289.718,14.557,33.052,-7.968
82707.139,301.398,0.956,14.896,106.061,72.872,-475.382,-471.9,-470.577,-470.669,-469.789,-473.199,-474.304,-474.264,-471.474,-469.816,-468.041,-474.329,0.209,-469.322,-470.662,-472.773,-5.074,-544.798,-289.718,14.557,33.035,-7.948
82707.139,301.398,0.956,14.885,105.903,73.032,-474.842,-472.68,-471.111,-470.147,-470.004,-473.199,-473.663,-473.622,-472.032,-469.608,-467.198,-474.754,0.314,-468.695,-471.387,-472.773,-5.095,-544.798,-289.718,14.557,33.052,-7.968
