%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82408.816,301.043,0.954,25.078,299.876,299.597,-1004.993,-1002.307,-1000.632,-999.709,-999.412,-1002.533,-1004.937,-1004.437,-1002.367,-999.959,-998.019,-1005.717,0.419,-999.553,-1001.753,-1002.833,-8.843,-544.798,-289.718,14.557,245.039,-120.894
82392.69,301.041,0.953,25.087,300.035,299.917,-1005.964,-1003.085,-1000.312,-1000.855,-999.089,-1003.777,-1004.724,-1003.903,-1002.479,-999.959,-997.703,-1005.081,0,-999.031,-1000.511,-1003.732,-8.843,-544.798,-289.718,14.557,245.039,-120.905
82392.69,301.038,0.953,25.084,299.955,299.917,-1005.317,-1001.527,-999.99,-999.917,-998.981,-1003.362,-1004.83,-1004.009,-1001.252,-1000.687,-997.281,-1004.338,0,-998.405,-1000.718,-1002.608,-8.833,-544.798,-289.718,14.557,245.088,-120.894
82392.69,301.041,0.953,25.08,299.876,299.757,-1005.317,-1001.861,-999.67,-1000.125,-998.657,-1002.326,-1004.404,-1003.796,-1002.033,-999.126,-998.124,-1004.338,0.209,-999.344,-1000.925,-1003.62,-8.833,-544.798,-289.718,14.557,245.072,-120.905
82388.659,301.04,0.953,25.084,299.955,299.757,-1004.993,-1003.307,-1001.057,-1000.229,-1000.875,-1003.673,-1004.83,-1004.65,-1002.033,-999.647,-997.703,-1005.823,0.419,-998.927,-1001.235,-1002.833,-8.823,-544.798,-289.718,14.557,245.072,-120.894
82392.69,301.041,0.953,25.084,299.955,299.917,-1005.533,-1002.195,-1000.737,-999.916,-999.149,-1004.191,-1004.084,-1003.368,-1002.144,-999.543,-997.492,-1004.444,-0.105,-999.031,-1000.201,-1003.508,-8.833,-544.798,-289.718,14.557,245.072,-120.894
82388.659,301.04,0.953,25.081,299.876,299.917,-1005.101,-1001.972,-1000.844,-1000.437,-999.473,-1002.74,-1005.043,-1003.689,-1001.587,-999.751,-997.387,-1004.763,0.314,-998.718,-1000.304,-1002.721,-8.823,-544.798,-289.718,14.557,245.072,-120.884
82388.659,301.041,0.953,25.084,299.955,299.597,-1005.317,-1001.749,-1000.31,-1000.125,-999.149,-1002.637,-1003.977,-1004.222,-1001.587,-999.543,-998.651,-1005.187,0.209,-999.761,-1000.821,-1003.845,-8.823,-544.798,-289.718,14.557,245.056,-120.884
82384.628,301.04,0.953,25.085,299.955,299.757,-1004.885,-1003.53,-1001.271,-1000.437,-999.473,-1003.362,-1004.724,-1003.687,-1002.096,-1000.063,-997.808,-1005.081,0.419,-999.031,-1000.718,-1003.058,-8.843,-544.798,-289.718,14.557,245.039,-120.905
82392.69,301.04,0.953,25.084,299.955,299.597,-1004.777,-1001.861,-1000.737,-1000.125,-998.934,-1003.155,-1004.191,-1003.367,-1001.316,-1000.062,-997.281,-1004.126,-0.627,-998.3,-1000.925,-1003.058,-8.823,-544.798,-289.718,14.557,245.088,-120.884
82392.69,301.04,0.953,25.087,300.035,299.917,-1005.101,-1002.195,-1000.31,-1000.333,-999.473,-1002.533,-1005.363,-1004.008,-1001.762,-999.541,-997.916,-1005.081,0.419,-999.344,-1000.304,-1002.833,-8.833,-544.798,-289.718,14.557,245.088,-120.884
82388.659,301.04,0.953,25.081,299.876,299.757,-1005.748,-1002.195,-1000.31,-999.604,-999.257,-1002.74,-1004.084,-1004.542,-1001.316,-999.437,-997.6,-1004.975,0.105,-998.927,-1001.339,-1003.058,-8.854,-544.798,-289.718,14.557,245.072,-120.894
82392.69,301.036,0.953,25.087,300.035,299.917,-1005.101,-1002.974,-1000.524,-999.395,-999.581,-1002.844,-1004.191,-1003.26,-1002.431,-999.333,-997.179,-1004.657,-0.105,-998.405,-999.994,-1003.17,-8.833,-544.798,-289.718,14.557,245.072,-120.894
82388.659,301.038,0.953,25.081,299.876,299.917,-1004.777,-1000.97,-1001.164,-999.499,-999.042,-1002.74,-1003.871,-1003.367,-1001.205,-1000.062,-997.284,-1004.551,-0.105,-998.824,-1000.511,-1003.058,-8.833,-544.798,-289.718,14.557,245.056,-120.905
82388.659,301.04,0.953,25.081,299.876,299.757,-1005.533,-1001.638,-1000.31,-1000.541,-999.365,-1002.948,-1004.617,-1003.794,-1001.428,-999.021,-998.021,-1005.081,0.209,-999.763,-1000.926,-1003.17,-8.823,-544.798,-289.718,14.557,245.088,-120.884
82396.722,301.041,0.954,25.083,299.955,299.757,-1005.748,-1002.862,-1000.737,-1000.541,-1000.12,-1003.259,-1004.404,-1004.115,-1001.985,-999.333,-997.39,-1004.444,-0.209,-998.511,-1001.03,-1003.058,-8.833,-544.798,-289.718,14.557,245.039,-120.894
82384.628,301.038,0.953,25.085,299.955,299.757,-1004.67,-1002.083,-1000.31,-999.916,-999.365,-1003.362,-1004.191,-1003.581,-1001.873,-999.229,-997.074,-1004.444,0.314,-998.198,-1000.513,-1003.058,-8.823,-544.798,-289.718,14.557,245.072,-120.894
82384.628,301.041,0.953,25.078,299.797,299.757,-1005.102,-1001.415,-1000.737,-999.916,-998.934,-1002.74,-1004.191,-1003.26,-1000.982,-999.957,-997.39,-1004.551,0.105,-998.511,-1000.719,-1003.058,-8.833,-544.798,-289.718,14.557,245.072,-120.894
82384.628,301.038,0.953,25.081,299.876,299.597,-1005.426,-1002.751,-1000.524,-1001.062,-999.365,-1002.74,-1005.363,-1003.901,-1002.319,-999.229,-998.021,-1004.763,-0.209,-999.658,-1000.823,-1003.17,-8.833,-544.798,-289.718,14.557,245.104,-120.905
82392.69,301.04,0.953,25.08,299.876,299.276,-1004.994,-1002.528,-1000.844,-999.916,-999.904,-1003.155,-1004.617,-1003.687,-1001.985,-999.021,-997.074,-1004.657,0.419,-998.511,-1001.03,-1002.945,-8.823,-544.798,-289.718,14.557,245.088,-120.884
82384.628,301.04,0.953,25.075,299.718,299.436,-1005.21,-1002.195,-1000.951,-999.604,-998.502,-1003.259,-1003.551,-1003.794,-1001.985,-999.125,-996.968,-1004.126,0,-998.198,-999.995,-1003.732,-8.812,-544.798,-289.718,14.557,245.088,-120.864
82380.596,301.04,0.953,25.072,299.639,299.597,-1004.455,-1001.304,-1000.737,-999.916,-999.689,-1002.948,-1004.51,-1003.901,-1001.985,-1000.166,-997.284,-1004.975,0.838,-998.719,-1001.237,-1003.17,-8.823,-544.798,-289.718,14.557,245.072,-120.894
82376.565,301.04,0.953,25.073,299.639,299.276,-1005.642,-1001.861,-1000.31,-1000.854,-999.365,-1003.155,-1004.937,-1004.756,-1002.319,-999.333,-998.653,-1004.657,0.419,-998.824,-1000.513,-1002.945,-8.823,-544.798,-289.718,14.557,245.072,-120.894
82384.628,301.04,0.953,25.075,299.718,299.276,-1005.102,-1003.085,-1000.631,-999.916,-999.904,-1002.844,-1004.617,-1003.903,-1001.873,-998.917,-996.758,-1005.293,0.419,-998.198,-1000.719,-1002.608,-8.812,-544.798,-289.718,14.557,245.072,-120.894
82392.69,301.041,0.953,25.074,299.718,299.757,-1004.239,-1001.638,-1000.417,-999.812,-998.61,-1003.777,-1004.51,-1003.368,-1002.098,-999.645,-997.6,-1004.232,0,-998.511,-1000.823,-1003.732,-8.812,-544.798,-289.718,14.557,245.072,-120.884
82376.565,301.041,0.953,25.076,299.718,299.597,-1005.426,-1001.861,-1000.844,-1000.75,-999.473,-1003.259,-1005.256,-1004.223,-1002.098,-1000.062,-997.495,-1004.763,0.419,-999.45,-1001.03,-1003.17,-8.843,-544.798,-289.718,14.557,245.088,-120.894
82384.628,301.038,0.953,25.065,299.481,299.436,-1006.074,-1002.083,-1000.737,-1000.645,-999.473,-1003.155,-1004.724,-1004.864,-1001.652,-999.437,-997.494,-1004.444,0.209,-998.615,-1000.202,-1002.608,-8.812,-544.798,-289.718,14.557,245.072,-120.894
82388.659,301.041,0.953,25.071,299.639,298.956,-1004.455,-1002.862,-1000.31,-999.708,-999.042,-1002.43,-1004.084,-1003.368,-1002.098,-999.125,-996.862,-1005.188,0.105,-998.719,-1000.719,-1003.62,-8.812,-544.798,-289.718,14.557,245.072,-120.905
82380.596,301.044,0.953,25.066,299.481,299.436,-1005.102,-1001.527,-1000.844,-1000.125,-999.365,-1003.466,-1004.617,-1004.116,-1001.652,-1000.27,-997.599,-1004.87,-0.836,-998.615,-1000.823,-1003.508,-8.802,-544.798,-289.718,14.557,245.088,-120.874
82380.596,301.041,0.953,25.066,299.481,299.597,-1005.426,-1002.417,-1000.631,-1000.854,-1000.012,-1003.569,-1005.683,-1004.009,-1002.098,-1000.166,-997.599,-1004.764,0.628,-999.97,-1000.719,-1002.608,-8.823,-544.798,-289.718,14.557,245.056,-120.894
82380.596,301.041,0.953,25.069,299.56,299.276,-1005.21,-1001.527,-1000.097,-999.708,-998.934,-1002.43,-1003.871,-1004.223,-1001.095,-998.813,-996.756,-1004.446,0.105,-998.613,-1001.34,-1003.395,-8.802,-544.798,-289.718,14.557,245.072,-120.915
82384.628,301.04,0.953,25.065,299.481,299.597,-1005.21,-1003.641,-1001.164,-1000.333,-999.689,-1003.155,-1004.83,-1003.368,-1002.432,-999.541,-997.599,-1005.188,0.628,-998.822,-1000.926,-1003.734,-8.812,-544.798,-289.718,14.557,245.056,-120.894
82380.596,301.04,0.953,25.059,299.323,299.597,-1004.778,-1001.193,-1000.951,-999.708,-999.473,-1003.155,-1004.83,-1004.009,-1001.54,-1000.374,-997.283,-1004.764,0.209,-999.135,-1000.719,-1002.61,-8.812,-544.798,-289.718,14.557,245.072,-120.884
82376.565,301.04,0.953,25.056,299.244,299.276,-1005.102,-1001.638,-1000.631,-1000.958,-999.473,-1002.844,-1004.724,-1003.261,-1001.206,-998.917,-997.072,-1004.446,0.314,-998.822,-1000.202,-1002.385,-8.791,-544.798,-289.718,14.557,245.056,-120.884
82392.69,301.041,0.953,25.057,299.323,299.276,-1004.347,-1001.527,-999.884,-999.604,-999.581,-1003.051,-1003.977,-1004.223,-1001.429,-998.917,-997.283,-1005.082,0,-998.3,-1000.926,-1002.834,-8.802,-544.798,-289.718,14.557,245.072,-120.874
82384.628,301.04,0.953,25.058,299.323,299.116,-1004.778,-1001.972,-1000.31,-1000.125,-998.61,-1003.673,-1004.617,-1003.903,-1002.878,-999.437,-997.178,-1004.658,0,-999.031,-1000.202,-1003.284,-8.802,-544.798,-289.718,14.557,245.088,-120.905
82376.565,301.041,0.953,25.063,299.402,299.436,-1005.426,-1001.972,-1000.417,-1000.125,-998.826,-1003.051,-1004.937,-1003.903,-1001.429,-1000.374,-997.283,-1004.87,0.419,-998.927,-1001.133,-1002.497,-8.802,-544.798,-289.718,14.557,245.056,-120.884
82384.628,301.041,0.953,25.062,299.402,299.276,-1004.994,-1001.972,-1000.204,-1000.02,-999.581,-1002.843,-1004.297,-1003.796,-1001.875,-999.021,-998.231,-1004.552,-0.105,-998.718,-1000.202,-1002.497,-8.791,-544.798,-289.718,14.557,245.088,-120.884
82392.69,301.041,0.953,25.064,299.481,299.276,-1004.886,-1002.751,-1000.524,-1000.02,-999.581,-1002.843,-1004.297,-1003.796,-1001.875,-999.437,-997.072,-1004.764,0.209,-998.509,-1001.03,-1002.947,-8.812,-544.798,-289.718,14.557,245.056,-120.894
82380.596,301.04,0.953,25.059,299.323,299.276,-1005.21,-1001.861,-1000.844,-999.916,-999.257,-1004.086,-1004.617,-1003.796,-1002.432,-999.645,-997.704,-1004.128,0.314,-999.24,-1001.03,-1003.959,-8.812,-544.798,-289.718,14.557,245.056,-120.905
82384.628,301.038,0.953,25.068,299.56,299.597,-1005.102,-1001.972,-1000.844,-999.604,-999.257,-1002.843,-1005.043,-1003.796,-1001.875,-999.437,-997.599,-1004.976,0.838,-999.24,-1000.306,-1002.272,-8.823,-544.798,-289.718,14.557,245.088,-120.884
82384.628,301.038,0.953,25.062,299.402,299.757,-1005.966,-1001.304,-1000.524,-999.812,-998.61,-1002.635,-1004.297,-1004.116,-1001.318,-998.813,-997.178,-1004.552,0,-998.822,-1000.616,-1003.059,-8.812,-544.798,-289.718,14.557,245.072,-120.884
82388.659,301.041,0.953,25.064,299.481,299.436,-1004.347,-1002.751,-1000.31,-999.708,-999.365,-1003.05,-1004.084,-1003.582,-1001.763,-1000.062,-997.074,-1005.188,0.314,-998.509,-1000.719,-1002.722,-8.833,-544.798,-289.718,14.557,245.072,-120.874
82376.565,301.04,0.953,25.066,299.481,299.436,-1005.21,-1002.083,-1000.844,-999.916,-999.257,-1003.568,-1004.617,-1003.903,-1001.652,-1000.166,-997.706,-1004.658,-0.418,-998.509,-1000.719,-1003.734,-8.843,-544.798,-289.718,14.557,245.039,-120.884
82380.596,301.036,0.953,25.062,299.402,299.436,-1005.534,-1002.195,-1000.31,-1000.541,-999.365,-1002.635,-1004.937,-1003.582,-1001.095,-999.125,-996.968,-1004.022,0.523,-999.031,-1000.616,-1003.284,-8.812,-544.798,-289.718,14.557,245.056,-120.894
82388.659,301.036,0.953,25.064,299.481,299.757,-1005.534,-1001.861,-999.99,-1000.229,-999.689,-1003.154,-1004.297,-1004.544,-1001.875,-999.125,-997.6,-1004.658,0.419,-998.405,-1000.719,-1002.947,-8.833,-544.798,-289.718,14.557,245.072,-120.894
82380.596,301.036,0.953,25.062,299.402,299.597,-1004.778,-1002.417,-1000.097,-999.812,-999.149,-1002.635,-1003.977,-1003.155,-1002.321,-999.437,-996.758,-1004.552,0.314,-999.031,-1000.203,-1003.509,-8.833,-544.798,-289.718,14.557,245.104,-120.884
82380.596,301.04,0.953,25.072,299.639,299.597,-1005.318,-1001.749,-1001.271,-999.916,-999.149,-1003.154,-1004.617,-1003.368,-1001.095,-999.957,-997.6,-1004.34,-0.523,-998.405,-1000.307,-1002.385,-8.833,-544.798,-289.718,14.557,245.072,-120.894
82384.628,301.038,0.953,25.065,299.481,299.436,-1004.669,-1001.415,-999.777,-1000.125,-999.257,-1002.532,-1004.191,-1004.116,-1001.652,-999.125,-997.811,-1004.764,0.838,-999.344,-1000.721,-1002.947,-8.854,-544.798,-289.718,14.557,245.072,-120.884
