%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82392.690,300.577,0.955,14.872,105.599,103.298,-432.933,-431.213,-428.528,-427.762,-427.142,-431.269,-432.441,-431.093,-430.683,-427.571,-425.607,-433.189,0.419,-427.379,-428.885,-431.863,-4.939,-544.798,-289.718,14.557,13.070,-20.078
82392.690,300.575,0.955,14.872,105.599,102.978,-434.338,-430.054,-429.917,-428.283,-427.681,-431.996,-432.227,-431.736,-429.567,-428.405,-426.240,-431.809,-0.105,-426.753,-428.885,-430.625,-4.929,-544.798,-289.718,14.557,13.087,-20.068
82404.785,300.577,0.955,14.882,105.757,102.978,-433.582,-430.389,-428.246,-429.014,-427.681,-431.269,-432.761,-431.522,-430.125,-428.301,-425.713,-432.127,0.419,-428.215,-429.714,-431.075,-4.939,-544.798,-289.718,14.557,13.103,-20.068
82392.690,300.577,0.955,14.883,105.757,102.978,-433.906,-430.389,-428.566,-428.033,-428.653,-431.788,-432.868,-432.271,-429.343,-427.780,-425.291,-432.446,0.942,-427.170,-430.232,-430.962,-4.939,-544.798,-289.718,14.557,13.103,-20.078
82404.785,300.578,0.955,14.882,105.757,102.978,-433.582,-430.389,-428.353,-428.451,-427.249,-431.684,-433.082,-431.629,-430.571,-428.197,-425.185,-432.765,0.314,-426.857,-428.678,-431.525,-4.960,-544.798,-289.718,14.557,13.087,-20.078
82396.722,300.577,0.955,14.877,105.678,103.298,-433.798,-430.277,-429.422,-428.451,-427.357,-431.580,-432.761,-431.843,-429.343,-428.405,-425.713,-432.658,0.314,-427.797,-429.507,-431.188,-4.950,-544.798,-289.718,14.557,13.087,-20.078
82404.785,300.574,0.955,14.887,105.836,103.138,-434.122,-430.166,-428.887,-428.555,-428.113,-431.476,-432.760,-432.164,-429.678,-427.571,-426.451,-432.552,0.314,-427.693,-429.403,-430.850,-4.929,-544.798,-289.718,14.557,13.119,-20.068
82400.753,300.575,0.955,14.882,105.757,103.138,-432.825,-431.615,-429.101,-428.555,-428.653,-431.476,-432.120,-432.912,-429.790,-427.884,-425.818,-432.021,-0.314,-426.753,-429.818,-431.188,-4.939,-544.798,-289.718,14.557,13.087,-20.078
82396.722,300.575,0.955,14.882,105.757,103.298,-433.690,-431.281,-428.780,-427.929,-427.357,-431.580,-432.760,-431.628,-430.684,-428.509,-426.134,-432.977,0.314,-427.797,-428.885,-431.638,-4.939,-544.798,-289.718,14.557,13.070,-20.068
82396.722,300.577,0.955,14.882,105.757,102.978,-433.798,-430.389,-429.422,-428.660,-427.897,-431.476,-432.333,-432.056,-429.456,-428.755,-425.713,-432.446,0.209,-427.379,-429.092,-431.413,-4.929,-544.798,-289.718,14.557,13.087,-20.078
82396.722,300.574,0.955,14.882,105.757,102.978,-433.798,-430.166,-428.460,-429.077,-427.573,-431.268,-432.227,-432.591,-430.126,-427.193,-425.923,-432.765,0.524,-428.006,-429.300,-430.512,-4.929,-544.798,-289.718,14.557,13.087,-20.088
82404.785,300.575,0.955,14.887,105.836,103.138,-433.257,-431.392,-428.887,-428.138,-428.005,-431.061,-432.227,-432.270,-430.907,-427.818,-425.396,-432.976,0.628,-427.066,-430.025,-430.962,-4.939,-544.798,-289.718,14.557,13.070,-20.068
82392.690,300.577,0.955,14.888,105.836,103.298,-433.473,-430.723,-429.315,-428.242,-427.142,-432.202,-432.440,-431.735,-430.572,-428.234,-425.713,-432.870,0.419,-428.111,-428.781,-432.201,-4.929,-544.798,-289.718,14.557,13.103,-20.078
82388.659,300.578,0.955,14.894,105.915,103.298,-433.906,-430.166,-429.956,-428.764,-427.789,-431.268,-432.547,-431.949,-429.791,-428.860,-425.502,-432.445,0.628,-428.110,-429.300,-430.737,-4.918,-544.798,-289.718,14.557,13.087,-20.099
82396.722,300.574,0.955,14.899,105.994,103.298,-433.798,-430.946,-428.673,-428.764,-428.113,-431.580,-431.906,-431.949,-430.014,-427.818,-426.345,-432.764,0.105,-427.901,-428.885,-431.075,-4.939,-544.798,-289.718,14.557,13.087,-20.099
82396.722,300.577,0.955,14.899,105.994,103.458,-432.825,-431.281,-428.994,-427.825,-428.329,-431.372,-432.120,-432.270,-430.126,-427.922,-425.502,-433.613,0.419,-427.274,-429.403,-431.187,-4.929,-544.798,-289.718,14.557,13.103,-20.078
82396.722,300.577,0.955,14.893,105.915,102.978,-433.149,-430.389,-428.887,-428.555,-426.926,-432.410,-432.654,-431.949,-430.460,-428.234,-425.923,-432.551,-0.105,-427.379,-429.611,-431.750,-4.929,-544.798,-289.718,14.557,13.087,-20.068
82388.659,300.575,0.955,14.900,105.994,102.978,-433.473,-430.389,-428.780,-428.347,-428.113,-431.165,-432.440,-431.949,-429.567,-428.755,-426.029,-432.445,0.733,-427.483,-429.196,-431.074,-4.908,-544.798,-289.718,14.557,13.070,-20.068
82396.722,300.577,0.955,14.905,106.074,102.978,-434.338,-430.166,-429.273,-428.660,-427.573,-431.476,-432.013,-432.163,-430.237,-427.609,-426.978,-432.870,0.524,-427.483,-428.885,-431.187,-4.929,-544.798,-289.718,14.557,13.070,-20.088
82396.722,300.577,0.955,14.905,106.074,103.298,-432.825,-431.504,-429.273,-428.347,-428.113,-431.372,-432.333,-431.735,-430.237,-428.026,-425.607,-433.295,0.314,-427.170,-429.921,-431.412,-4.929,-544.798,-289.718,14.557,13.087,-20.068
82400.753,300.575,0.955,14.904,106.074,103.138,-433.906,-430.612,-429.060,-428.451,-428.005,-432.306,-432.440,-431.842,-430.014,-428.443,-425.502,-432.658,0.314,-427.692,-429.403,-431.975,-4.918,-544.798,-289.718,14.557,13.087,-20.078
82392.690,300.574,0.955,14.894,105.915,103.138,-433.582,-430.612,-429.380,-428.555,-427.573,-431.061,-432.760,-431.842,-429.679,-428.755,-426.134,-432.445,0.733,-427.901,-428.885,-430.399,-4.929,-544.798,-289.718,14.557,13.119,-20.068
82396.722,300.575,0.955,14.905,106.074,103.778,-434.771,-430.835,-428.846,-428.764,-427.789,-431.268,-431.693,-432.484,-430.349,-427.818,-426.345,-432.445,0.419,-428.006,-428.781,-431.187,-4.929,-544.798,-289.718,14.557,13.103,-20.078
82388.659,300.575,0.955,14.900,105.994,103.458,-433.149,-431.281,-428.525,-428.242,-428.005,-431.683,-432.760,-431.949,-430.349,-428.234,-425.291,-433.507,0.733,-427.483,-429.403,-431.750,-4.918,-544.798,-289.718,14.557,13.087,-20.099
82392.690,300.577,0.955,14.905,106.074,103.458,-433.906,-430.500,-429.915,-429.077,-427.897,-432.410,-432.867,-431.842,-430.014,-428.547,-425.291,-432.551,0.105,-427.588,-429.092,-431.975,-4.918,-544.798,-289.718,14.557,13.087,-20.068
82388.659,300.577,0.955,14.911,106.153,103.298,-433.798,-430.723,-429.167,-428.869,-428.113,-431.372,-433.081,-432.270,-429.679,-428.547,-426.029,-432.658,0.209,-428.319,-429.818,-430.736,-4.918,-544.798,-289.718,14.557,13.103,-20.057
82392.690,300.575,0.955,14.905,106.074,103.298,-433.906,-430.723,-429.060,-428.973,-428.005,-431.476,-432.120,-432.591,-430.460,-427.713,-426.240,-432.658,0.105,-427.379,-428.885,-431.412,-4.918,-544.798,-289.718,14.557,13.103,-20.078
82392.690,300.575,0.955,14.916,106.232,103.458,-433.582,-431.838,-429.060,-428.138,-427.681,-431.683,-432.760,-432.163,-430.126,-428.339,-425.080,-433.613,0.838,-427.170,-429.507,-431.299,-4.939,-544.798,-289.718,14.557,13.087,-20.047
82384.628,300.578,0.955,14.906,106.074,103.458,-433.798,-430.166,-429.060,-428.347,-427.142,-431.995,-432.013,-431.521,-429.679,-428.234,-425.502,-432.127,0.419,-427.274,-428.989,-431.975,-4.918,-544.798,-289.718,14.557,13.119,-20.088
82384.628,300.575,0.955,14.900,105.994,102.978,-433.041,-430.500,-429.167,-428.660,-427.897,-431.165,-433.188,-432.056,-429.679,-428.130,-425.818,-432.658,0.524,-428.110,-428.781,-430.511,-4.908,-544.798,-289.718,14.557,13.103,-20.099
82384.628,300.572,0.955,14.917,106.232,103.458,-433.473,-430.612,-428.311,-428.347,-427.465,-431.268,-431.906,-432.377,-430.126,-428.130,-426.451,-432.658,0.838,-427.170,-429.196,-431.412,-4.908,-544.798,-289.718,14.557,13.087,-20.078
82384.628,300.577,0.955,14.911,106.153,103.618,-432.933,-431.726,-428.739,-428.033,-427.573,-431.061,-432.227,-431.842,-430.684,-427.818,-425.080,-433.295,0.419,-426.856,-428.574,-431.299,-4.908,-544.798,-289.718,14.557,13.103,-20.088
82396.722,300.575,0.955,14.910,106.153,103.778,-433.257,-429.609,-428.739,-427.720,-427.249,-431.580,-432.227,-431.200,-429.902,-428.130,-425.607,-432.127,-0.105,-427.274,-429.196,-430.736,-4.929,-544.798,-289.718,14.557,13.087,-20.088
82384.628,300.574,0.955,14.917,106.232,103.458,-433.582,-430.277,-428.632,-428.869,-428.005,-431.268,-432.654,-431.842,-429.121,-427.713,-426.029,-432.233,1.047,-428.110,-429.300,-431.187,-4.929,-544.798,-289.718,14.557,13.087,-20.078
82384.628,300.575,0.955,14.917,106.232,103.618,-434.338,-430.835,-428.994,-428.869,-428.113,-431.891,-431.906,-433.233,-429.902,-427.505,-425.923,-432.551,0.209,-427.274,-429.092,-431.074,-4.908,-544.798,-289.718,14.557,13.087,-20.078
82396.722,300.575,0.955,14.921,106.311,103.618,-433.149,-431.615,-428.460,-427.930,-427.034,-431.476,-432.440,-431.200,-430.460,-428.234,-426.029,-432.870,0.628,-427.379,-429.507,-431.524,-4.929,-544.798,-289.718,14.557,13.103,-20.068
82388.659,300.574,0.955,14.916,106.232,103.458,-434.122,-430.054,-429.315,-428.556,-427.357,-431.580,-432.547,-431.735,-429.567,-428.651,-425.923,-431.914,-0.105,-427.483,-429.611,-431.074,-4.918,-544.798,-289.718,14.557,13.070,-20.057
82380.596,300.574,0.955,14.928,106.390,104.098,-433.690,-430.835,-428.566,-428.661,-428.221,-431.333,-432.760,-431.949,-429.902,-427.922,-426.345,-433.082,0.524,-428.319,-429.300,-431.187,-4.918,-544.798,-289.718,14.557,13.103,-20.088
82392.690,300.574,0.955,14.927,106.390,104.098,-434.230,-430.835,-429.101,-428.034,-428.329,-431.851,-432.333,-433.019,-429.791,-427.713,-425.923,-432.445,0.314,-427.274,-429.714,-431.524,-4.939,-544.798,-289.718,14.557,13.087,-20.088
82388.659,300.570,0.955,14.922,106.311,104.098,-433.473,-431.281,-429.635,-428.661,-428.113,-431.644,-432.439,-431.307,-430.460,-428.130,-425.291,-432.870,0.628,-427.065,-429.196,-431.299,-4.918,-544.798,-289.718,14.557,13.087,-20.078
82388.659,300.572,0.955,14.922,106.311,103.938,-434.014,-430.389,-429.742,-428.034,-427.573,-431.644,-432.760,-432.056,-429.344,-428.547,-425.713,-432.764,0.105,-427.483,-428.781,-431.187,-4.939,-544.798,-289.718,14.557,13.103,-20.088
82392.690,300.570,0.955,14.916,106.232,103.778,-433.365,-430.946,-428.566,-429.078,-428.113,-431.229,-432.760,-432.484,-429.344,-427.818,-425.502,-432.127,0.419,-427.692,-428.678,-430.173,-4.939,-544.798,-289.718,14.557,13.119,-20.068
82392.690,300.572,0.955,14.933,106.469,103.778,-433.041,-430.500,-428.139,-427.408,-428.005,-431.644,-432.012,-432.698,-429.679,-427.505,-426.029,-432.870,0.524,-427.274,-429.507,-431.524,-4.939,-544.798,-289.718,14.557,13.087,-20.078
