%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82271.749,300.453,0.954,15.099,108.743,84.899,-531.973,-529.041,-527.639,-526.481,-526.748,-530.136,-530.566,-530.731,-528.275,-525.759,-523.701,-531.422,0.628,-525.497,-528.072,-529.582,-5.855,-544.798,-289.718,14.557,18.016,-9.015
82275.780,300.449,0.954,15.082,108.506,84.579,-531.865,-528.483,-527.105,-526.481,-525.344,-530.344,-530.139,-530.089,-529.056,-526.489,-523.596,-531.741,0.000,-525.497,-527.968,-530.933,-5.824,-544.798,-289.718,14.557,18.049,-9.015
82271.749,300.451,0.954,15.083,108.506,84.739,-531.865,-529.152,-527.613,-526.899,-525.668,-530.033,-531.420,-530.303,-527.717,-527.010,-524.123,-530.997,0.419,-526.124,-527.657,-529.469,-5.824,-544.798,-289.718,14.557,18.000,-9.015
82267.717,300.453,0.954,15.089,108.585,84.579,-533.054,-529.041,-527.613,-527.942,-525.992,-529.825,-530.566,-529.982,-528.833,-526.072,-525.283,-530.785,0.314,-525.915,-527.450,-529.920,-5.855,-544.798,-289.718,14.557,18.032,-9.046
82259.655,300.451,0.954,15.089,108.585,84.419,-531.649,-529.375,-527.079,-526.376,-526.667,-529.410,-530.993,-530.517,-528.721,-526.280,-523.807,-531.635,0.209,-525.915,-527.864,-530.032,-5.824,-544.798,-289.718,14.557,18.000,-9.036
82267.717,300.454,0.954,15.083,108.506,84.098,-531.541,-528.706,-527.720,-526.898,-526.343,-531.382,-531.206,-530.410,-528.610,-526.176,-523.912,-530.997,0.524,-525.915,-527.553,-530.595,-5.835,-544.798,-289.718,14.557,18.016,-9.026
82267.717,300.449,0.954,15.067,108.269,84.098,-532.081,-528.818,-527.399,-526.689,-525.803,-529.721,-530.886,-530.303,-528.833,-526.385,-524.334,-530.573,0.628,-526.333,-527.864,-529.357,-5.824,-544.798,-289.718,14.557,18.000,-9.036
82267.717,300.451,0.954,15.078,108.427,83.938,-532.838,-529.486,-527.399,-527.211,-526.127,-529.721,-530.886,-531.051,-528.610,-525.864,-524.861,-530.785,0.314,-525.184,-527.553,-529.694,-5.824,-544.798,-289.718,14.557,18.032,-9.036
82259.655,300.449,0.954,15.078,108.427,83.778,-531.541,-529.709,-527.827,-526.480,-526.559,-529.825,-530.993,-530.409,-528.810,-526.280,-524.123,-531.741,0.838,-525.393,-527.864,-530.257,-5.814,-544.798,-289.718,14.557,18.016,-9.015
82267.717,300.449,0.954,15.067,108.269,83.458,-531.865,-528.372,-528.254,-526.793,-525.803,-530.759,-531.100,-530.409,-528.698,-526.906,-524.123,-531.210,-0.105,-525.706,-527.657,-529.920,-5.814,-544.798,-289.718,14.557,17.983,-9.036
82267.717,300.451,0.954,15.072,108.348,83.458,-532.081,-528.706,-527.399,-526.793,-525.911,-529.410,-531.313,-530.516,-528.363,-527.114,-524.206,-530.891,1.047,-526.019,-527.864,-529.694,-5.814,-544.798,-289.718,14.557,18.016,-9.036
82267.717,300.449,0.954,15.061,108.190,83.138,-532.730,-529.263,-527.292,-526.689,-526.343,-529.929,-531.100,-530.730,-528.140,-525.864,-524.417,-530.892,0.209,-525.079,-527.864,-529.357,-5.824,-544.798,-289.718,14.557,18.032,-9.026
