%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82404.785,300.675,0.955,14.962,106.874,77.317,-435.419,-432.104,-430.879,-430.162,-429.840,-433.033,-434.790,-433.555,-430.906,-429.760,-427.611,-433.933,0.838,-429.365,-430.854,-432.201,-5.543,-544.798,-289.718,14.557,13.008,-9.027
82396.722,300.675,0.955,14.963,106.874,76.996,-435.743,-432.506,-430.131,-429.849,-429.408,-432.618,-433.295,-433.876,-431.688,-428.822,-428.138,-434.358,0.733,-428.738,-430.958,-432.989,-5.533,-544.798,-289.718,14.557,12.991,-9.017
82396.722,300.675,0.955,14.958,106.795,77.317,-434.554,-433.063,-430.811,-429.745,-429.732,-433.033,-433.829,-433.341,-432.246,-429.551,-426.767,-434.995,0.733,-428.738,-430.751,-432.989,-5.522,-544.798,-289.718,14.557,12.975,-9.027
82396.722,300.675,0.955,14.952,106.716,77.477,-434.987,-431.726,-431.238,-430.017,-428.869,-433.864,-433.722,-432.913,-431.688,-430.072,-427.505,-434.145,0.314,-429.574,-430.854,-433.552,-5.533,-544.798,-289.718,14.557,12.959,-9.027
82396.722,300.675,0.955,14.958,106.795,77.317,-435.203,-432.060,-430.490,-430.017,-429.408,-432.411,-434.683,-433.127,-431.129,-429.447,-427.189,-433.614,0.838,-429.365,-430.543,-432.201,-5.533,-544.798,-289.718,14.557,12.991,-9.038
82396.722,300.675,0.955,14.958,106.795,77.797,-435.527,-432.172,-430.063,-429.704,-429.516,-432.993,-433.829,-434.411,-431.799,-429.343,-427.716,-434.358,0.628,-428.529,-430.854,-432.651,-5.543,-544.798,-289.718,14.557,12.959,-9.027
82396.722,300.675,0.955,14.963,106.874,77.957,-435.095,-433.063,-430.170,-429.182,-429.408,-432.682,-433.828,-433.448,-431.799,-429.343,-427.083,-435.207,0.419,-428.424,-430.958,-432.651,-5.522,-544.798,-289.718,14.557,12.975,-9.017
82400.753,300.675,0.955,14.963,106.874,77.477,-435.203,-431.837,-430.811,-429.704,-428.437,-433.304,-433.294,-433.019,-431.129,-429.551,-427.505,-433.933,-0.105,-428.633,-430.129,-433.327,-5.543,-544.798,-289.718,14.557,12.991,-9.027
82400.753,300.674,0.955,14.968,106.953,77.797,-434.987,-431.391,-429.956,-429.495,-428.761,-432.682,-434.469,-433.233,-431.353,-429.447,-426.873,-433.933,0.628,-429.365,-430.958,-431.863,-5.512,-544.798,-289.718,14.557,12.975,-9.017
82396.722,300.677,0.955,14.958,106.795,77.957,-435.203,-431.503,-429.849,-429.286,-428.977,-432.578,-433.294,-433.019,-431.353,-428.860,-427.294,-433.933,0.105,-428.529,-430.129,-432.876,-5.512,-544.798,-289.718,14.557,12.991,-9.017
