%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82344.314,300.580,0.954,15.163,109.709,105.192,-443.309,-440.311,-438.895,-438.892,-437.611,-441.438,-442.904,-441.688,-440.171,-439.034,-436.190,-442.534,0.209,-437.619,-438.938,-440.869,-7.001,-544.798,-289.718,14.557,17.991,-13.026
82332.220,300.580,0.954,15.164,109.709,104.872,-443.958,-440.865,-438.895,-439.414,-437.395,-441.127,-442.584,-442.330,-440.729,-437.679,-436.823,-443.278,0.628,-437.932,-439.249,-440.981,-7.011,-544.798,-289.718,14.557,18.008,-13.026
82328.188,300.582,0.954,15.153,109.551,105.352,-443.958,-441.423,-439.641,-438.579,-438.691,-441.749,-442.584,-442.544,-440.394,-437.783,-435.979,-443.278,0.209,-437.932,-440.078,-441.994,-7.032,-544.798,-289.718,14.557,18.008,-13.026
82340.282,300.583,0.954,15.158,109.630,105.352,-444.390,-441.088,-439.962,-439.203,-437.827,-442.372,-443.438,-442.865,-440.841,-438.513,-436.190,-443.171,0.523,-437.723,-439.145,-442.895,-7.032,-544.798,-289.718,14.557,18.024,-13.026
82336.251,300.583,0.954,15.153,109.551,104.872,-444.066,-440.531,-439.427,-438.681,-437.935,-441.542,-443.118,-441.902,-439.501,-438.929,-435.768,-442.747,0.314,-437.828,-439.767,-440.756,-7.032,-544.798,-289.718,14.557,18.008,-13.016
82332.220,300.580,0.954,15.153,109.551,105.032,-443.958,-441.088,-438.786,-439.203,-438.367,-441.709,-442.797,-442.437,-440.171,-437.991,-437.034,-443.384,0.733,-438.350,-439.871,-441.319,-7.011,-544.798,-289.718,14.557,18.008,-13.036
82344.314,300.578,0.954,15.152,109.551,105.032,-443.634,-441.646,-439.855,-438.890,-438.799,-441.605,-442.582,-442.758,-440.282,-438.721,-435.663,-443.596,-0.000,-437.619,-440.389,-441.882,-7.021,-544.798,-289.718,14.557,18.024,-13.036
82336.251,300.577,0.954,15.152,109.551,104.872,-443.526,-440.977,-439.427,-438.681,-437.288,-442.747,-442.689,-441.580,-440.841,-439.138,-436.190,-443.384,0.419,-437.723,-439.974,-442.670,-6.990,-544.798,-289.718,14.557,18.008,-13.026
82340.282,300.575,0.954,15.152,109.551,104.872,-443.742,-440.197,-439.427,-438.890,-438.043,-441.709,-443.543,-442.222,-439.837,-439.242,-435.768,-442.747,0.733,-437.514,-439.974,-441.319,-7.021,-544.798,-289.718,14.557,18.040,-13.016
82336.251,300.580,0.954,15.147,109.472,105.192,-444.499,-441.088,-439.107,-438.681,-438.151,-441.398,-442.796,-442.650,-440.172,-437.715,-437.034,-442.959,0.523,-438.246,-439.145,-441.432,-7.011,-544.798,-289.718,14.557,18.008,-13.026
82344.314,300.580,0.954,15.146,109.472,105.032,-443.526,-441.646,-439.320,-438.786,-438.475,-441.502,-442.155,-442.543,-440.842,-438.132,-435.414,-443.915,0.209,-437.305,-439.871,-441.094,-7.021,-544.798,-289.718,14.557,18.008,-13.047
82344.314,300.578,0.954,15.141,109.393,105.032,-443.634,-440.754,-439.534,-438.577,-437.827,-441.917,-442.582,-442.222,-440.395,-438.444,-436.363,-442.747,0.523,-437.828,-439.249,-442.445,-7.021,-544.798,-289.718,14.557,18.008,-13.036
82340.282,300.577,0.954,15.147,109.472,104.712,-443.958,-441.423,-439.213,-438.786,-438.259,-441.813,-443.436,-442.115,-439.837,-438.965,-435.941,-442.640,0.628,-438.037,-439.663,-440.643,-7.032,-544.798,-289.718,14.557,18.024,-13.026
82340.282,300.578,0.954,15.141,109.393,104.552,-444.282,-441.200,-438.572,-438.890,-438.043,-441.190,-442.796,-442.757,-440.507,-437.715,-436.469,-443.278,0.105,-437.932,-439.145,-441.094,-7.032,-544.798,-289.718,14.557,18.008,-13.036
82340.282,300.577,0.954,15.152,109.551,104.712,-443.309,-440.977,-439.000,-437.950,-438.583,-442.124,-442.796,-441.687,-440.953,-438.444,-435.836,-443.808,0.314,-437.932,-440.182,-441.657,-7.021,-544.798,-289.718,14.557,18.008,-13.005
82348.345,300.578,0.954,15.146,109.472,104.552,-443.742,-440.754,-439.748,-439.099,-437.503,-442.436,-442.689,-442.222,-440.618,-438.549,-436.363,-442.853,0.209,-438.036,-439.353,-442.557,-7.021,-544.798,-289.718,14.557,18.040,-13.026
82340.282,300.578,0.954,15.141,109.393,104.552,-443.850,-440.977,-439.213,-438.264,-438.151,-441.813,-443.436,-442.222,-440.618,-438.861,-436.258,-443.278,0.942,-438.454,-439.768,-440.981,-7.021,-544.798,-289.718,14.557,18.024,-13.036
82344.314,300.580,0.954,15.146,109.472,104.712,-445.147,-440.977,-439.320,-439.099,-438.043,-441.709,-442.155,-442.329,-440.842,-438.236,-436.891,-443.065,0.733,-437.932,-439.560,-441.657,-7.021,-544.798,-289.718,14.557,18.008,-13.026
82344.314,300.578,0.954,15.141,109.393,104.552,-443.850,-441.757,-439.107,-438.368,-438.583,-442.021,-442.475,-442.008,-440.507,-438.132,-436.152,-443.702,0.314,-437.514,-439.975,-441.994,-7.053,-544.798,-289.718,14.557,18.024,-13.036
82348.345,300.578,0.954,15.146,109.472,104.392,-443.742,-440.865,-439.535,-438.994,-437.827,-442.436,-443.650,-442.115,-440.730,-438.444,-436.574,-442.853,0.314,-438.141,-439.560,-441.994,-7.011,-544.798,-289.718,14.557,18.024,-13.026
82344.314,300.578,0.954,15.141,109.393,104.071,-444.282,-440.977,-439.214,-438.786,-437.827,-441.709,-443.543,-442.329,-440.060,-438.653,-435.941,-442.640,0.523,-438.454,-439.768,-441.432,-7.011,-544.798,-289.718,14.557,17.991,-13.047
82348.345,300.580,0.954,15.141,109.393,104.552,-444.499,-441.423,-438.680,-439.203,-438.043,-441.709,-442.689,-442.864,-440.395,-437.924,-436.891,-442.747,0.523,-438.036,-439.871,-441.657,-7.011,-544.798,-289.718,14.557,18.024,-13.016
82344.314,300.577,0.954,15.141,109.393,104.392,-443.309,-441.311,-439.428,-438.681,-438.151,-441.294,-442.690,-442.329,-440.507,-438.340,-436.152,-443.384,0.105,-437.618,-439.768,-441.994,-7.011,-544.798,-289.718,14.557,18.040,-13.026
82348.345,300.577,0.954,15.140,109.393,104.231,-443.850,-440.642,-439.642,-438.681,-437.827,-442.643,-442.583,-442.222,-440.507,-438.132,-436.152,-442.959,0.105,-438.245,-439.664,-442.220,-7.032,-544.798,-289.718,14.557,18.040,-13.026
82352.377,300.580,0.954,15.135,109.314,104.712,-443.958,-440.308,-439.535,-438.994,-437.827,-441.605,-443.651,-442.543,-439.726,-438.653,-435.941,-442.853,0.733,-437.827,-439.975,-440.981,-7.021,-544.798,-289.718,14.557,18.024,-13.036
82348.345,300.577,0.954,15.140,109.393,104.872,-445.147,-440.754,-439.214,-439.412,-438.259,-442.124,-443.544,-443.078,-440.731,-437.819,-436.680,-443.171,0.314,-438.245,-439.457,-441.882,-7.032,-544.798,-289.718,14.557,18.024,-13.016
82344.314,300.578,0.954,15.135,109.314,104.552,-443.309,-441.423,-439.107,-438.368,-438.583,-441.917,-442.476,-442.008,-440.619,-438.236,-436.047,-443.702,0.209,-437.723,-440.079,-441.657,-7.011,-544.798,-289.718,14.557,18.024,-13.016
82352.377,300.580,0.954,15.135,109.314,104.552,-444.174,-440.642,-440.069,-438.890,-437.503,-442.332,-443.010,-442.008,-440.731,-438.549,-436.363,-443.065,0.209,-437.305,-439.353,-442.332,-7.011,-544.798,-289.718,14.557,17.991,-13.026
82344.314,300.582,0.954,15.146,109.472,104.712,-443.850,-440.865,-439.001,-439.203,-438.259,-441.813,-443.330,-442.222,-439.838,-438.444,-435.836,-442.747,0.628,-438.141,-439.250,-441.206,-7.011,-544.798,-289.718,14.557,18.024,-13.047
