%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83670.643,301.818,0.966,14.932,107.660,105.174,279.939,282.436,284.945,284.982,285.840,282.187,281.729,281.294,283.946,286.073,287.317,281.145,0.105,285.223,283.735,282.911,-5.782,-544.798,-289.718,14.557,28.010,-15.011
83674.674,301.817,0.966,14.926,107.581,105.174,280.047,281.364,284.517,285.086,285.083,282.083,281.622,282.152,283.499,285.029,287.740,280.294,0.314,285.642,283.423,282.798,-5.793,-544.798,-289.718,14.557,27.993,-15.021
83666.611,301.812,0.966,14.915,107.423,105.174,280.480,282.815,284.195,284.982,285.840,281.667,281.943,282.045,283.946,285.655,287.423,281.252,-0.209,285.537,284.669,282.573,-5.782,-544.798,-289.718,14.557,27.993,-15.032
83678.705,301.815,0.966,14.914,107.423,105.495,280.480,282.592,284.944,284.876,285.948,282.395,280.659,281.831,283.387,285.134,287.634,281.465,0.628,285.851,283.631,283.137,-5.803,-544.798,-289.718,14.557,27.993,-15.011
83670.643,301.814,0.966,14.921,107.502,105.334,279.614,282.369,284.302,284.772,285.948,282.291,281.729,281.616,283.163,285.134,286.895,281.252,0.314,286.375,284.461,282.911,-5.793,-544.798,-289.718,14.557,27.993,-15.001
83666.611,301.814,0.966,14.915,107.423,105.495,280.155,281.699,284.409,285.295,285.191,281.770,281.729,282.260,283.163,285.447,287.634,280.613,0.524,285.956,284.150,282.460,-5.803,-544.798,-289.718,14.557,28.010,-15.021
83670.643,301.815,0.966,14.921,107.502,105.334,280.372,283.150,283.981,285.504,286.056,281.770,281.622,282.045,284.281,285.134,287.317,281.571,-0.314,285.956,283.942,282.122,-5.782,-544.798,-289.718,14.557,28.010,-14.970
83670.643,301.815,0.966,14.921,107.502,105.334,280.480,282.369,284.730,284.876,285.516,282.602,280.980,281.831,283.722,285.655,287.528,280.933,0.628,285.119,283.942,282.460,-5.793,-544.798,-289.718,14.557,27.993,-15.021
83666.611,301.814,0.966,14.904,107.265,105.334,279.831,282.592,284.088,285.190,285.299,282.602,281.301,280.651,283.658,285.447,287.423,281.252,0.000,285.747,283.735,282.122,-5.782,-544.798,-289.718,14.557,28.010,-14.991
83666.611,301.815,0.966,14.915,107.423,105.334,279.939,281.252,284.516,284.876,285.948,282.082,281.943,281.938,282.875,285.342,287.528,280.294,0.314,285.119,283.423,282.234,-5.793,-544.798,-289.718,14.557,28.010,-14.991
