%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83714.988,301.254,0.968,15.887,122.176,121.833,640.408,643.676,645.780,645.546,646.302,643.393,641.964,642.696,645.055,646.030,648.152,642.312,1.780,645.911,644.604,644.445,0.527,-544.798,-289.718,14.557,175.878,-100.408
83714.988,301.256,0.968,15.893,122.255,121.673,640.624,642.669,645.566,646.487,646.410,643.289,642.926,642.053,644.944,646.343,648.046,642.525,1.571,646.644,644.085,644.445,0.537,-544.798,-289.718,14.557,175.878,-100.419
83714.988,301.257,0.968,15.887,122.176,121.353,640.949,642.446,645.778,646.173,646.626,642.561,642.819,643.232,643.937,645.821,648.257,642.099,1.047,646.330,645.227,643.542,0.537,-544.798,-289.718,14.557,175.878,-100.419
83714.988,301.251,0.968,15.887,122.176,121.353,640.624,643.339,644.601,645.857,646.410,643.081,642.605,642.374,645.726,645.195,648.152,642.418,1.466,646.958,644.604,644.106,0.548,-544.798,-289.718,14.557,175.861,-100.419
83710.956,301.254,0.968,15.898,122.334,121.673,640.516,642.669,645.993,645.753,646.950,643.081,643.461,642.803,644.944,646.865,647.623,642.312,1.466,646.748,645.227,643.881,0.527,-544.798,-289.718,14.557,175.878,-100.408
83706.925,301.254,0.968,15.898,122.334,121.673,641.057,642.781,645.350,646.485,646.193,643.495,642.819,643.125,645.167,646.343,648.997,642.206,1.361,646.644,644.396,644.219,0.527,-544.798,-289.718,14.557,175.894,-100.408
83706.925,301.254,0.968,15.888,122.176,121.833,640.949,643.451,644.708,645.962,646.626,641.935,642.392,642.803,644.496,645.403,648.257,643.057,1.571,646.330,645.331,642.865,0.548,-544.798,-289.718,14.557,175.878,-100.419
83710.956,301.254,0.968,15.893,122.255,121.513,640.732,643.451,645.243,645.962,646.518,643.391,642.285,642.803,645.391,645.717,648.785,642.844,1.466,646.539,644.396,644.106,0.537,-544.798,-289.718,14.557,175.894,-100.429
83706.925,301.256,0.968,15.893,122.255,121.673,639.866,642.892,645.350,646.276,646.193,642.767,643.033,641.731,644.724,646.552,647.412,643.163,1.780,646.225,644.812,644.106,0.548,-544.798,-289.718,14.557,175.878,-100.398
83714.988,301.257,0.968,15.887,122.176,121.673,640.732,641.999,645.029,645.544,646.302,643.287,643.033,643.125,643.829,646.238,648.785,641.780,1.466,646.853,645.123,643.768,0.569,-544.798,-289.718,14.557,175.878,-100.419
83710.956,301.256,0.968,15.893,122.255,121.513,640.949,643.785,645.243,646.485,646.302,642.663,642.712,642.911,644.947,646.134,648.261,642.738,0.942,646.748,644.812,643.542,0.548,-544.798,-289.718,14.557,175.878,-100.408
83702.894,301.254,0.968,15.894,122.255,121.833,640.949,643.116,645.136,645.962,646.626,643.079,642.178,642.482,644.836,646.552,648.472,642.314,1.571,645.806,644.915,644.106,0.537,-544.798,-289.718,14.557,175.894,-100.419
83706.925,301.254,0.968,15.893,122.255,121.513,640.841,643.004,645.457,646.276,646.085,643.079,643.247,641.945,645.059,646.760,649.106,642.527,1.571,646.853,644.812,644.332,0.537,-544.798,-289.718,14.557,175.894,-100.408
83706.925,301.254,0.968,15.893,122.255,121.513,641.166,642.669,644.922,646.276,646.302,642.767,642.605,642.803,644.053,646.447,649.212,642.633,1.152,646.541,644.708,643.204,0.548,-544.798,-289.718,14.557,175.861,-100.408
83706.925,301.254,0.968,15.893,122.255,121.353,640.841,643.785,644.494,646.589,646.734,642.767,642.712,642.911,645.171,645.717,648.367,642.633,1.361,646.227,644.712,643.430,0.527,-544.798,-289.718,14.557,175.861,-100.419
83714.988,301.256,0.968,15.887,122.176,121.513,640.299,643.116,645.671,645.648,646.518,642.767,642.712,642.696,645.059,646.656,647.416,642.314,1.466,646.018,644.504,644.334,0.548,-544.798,-289.718,14.557,175.878,-100.408
83710.956,301.256,0.968,15.898,122.334,121.673,640.732,642.557,645.350,645.544,646.193,643.391,642.926,642.267,644.836,646.030,649.106,641.782,1.361,646.960,644.296,643.544,0.548,-544.798,-289.718,14.557,175.861,-100.398
83710.956,301.254,0.968,15.888,122.176,121.513,641.166,643.674,645.029,646.694,646.950,642.247,643.033,642.696,644.612,646.030,648.789,642.633,1.256,646.541,645.023,643.206,0.517,-544.798,-289.718,14.557,175.910,-100.419
83710.956,301.256,0.968,15.893,122.255,121.673,640.299,643.227,645.564,646.485,646.842,643.287,642.071,642.696,645.171,645.821,648.367,642.740,1.675,646.018,644.712,644.334,0.537,-544.798,-289.718,14.557,175.878,-100.419
83714.988,301.256,0.968,15.882,122.096,121.673,639.758,643.116,644.922,645.439,645.869,642.559,642.926,641.945,644.947,645.717,647.733,641.782,1.466,646.855,644.608,643.319,0.537,-544.798,-289.718,14.557,175.894,-100.419
83719.019,301.254,0.968,15.887,122.176,121.513,641.166,642.446,644.922,645.648,646.412,642.975,642.605,642.803,644.165,645.925,648.367,641.463,1.361,646.122,645.231,643.995,0.517,-544.798,-289.718,14.557,175.894,-100.429
83719.019,301.256,0.968,15.872,121.938,121.673,640.408,643.785,644.815,645.648,646.303,642.975,642.819,642.696,645.507,645.717,648.684,642.420,0.838,645.808,645.127,642.980,0.548,-544.798,-289.718,14.557,175.878,-100.398
83719.019,301.256,0.968,15.887,122.176,121.673,640.732,642.892,645.029,645.544,646.195,642.663,642.392,642.267,645.059,646.343,648.367,642.633,1.361,645.913,645.438,644.559,0.537,-544.798,-289.718,14.557,175.878,-100.408
83723.051,301.256,0.968,15.887,122.176,121.353,640.841,643.339,645.350,646.380,646.412,643.079,643.461,641.829,644.947,646.552,648.684,642.952,1.885,646.855,644.089,643.770,0.517,-544.798,-289.718,14.557,175.878,-100.398
83723.051,301.254,0.968,15.887,122.176,121.833,640.083,642.557,644.922,646.171,646.952,642.767,642.499,642.901,643.935,646.238,648.367,642.633,1.885,646.541,645.231,643.206,0.517,-544.798,-289.718,14.557,175.845,-100.408
83727.082,301.257,0.968,15.886,122.176,121.353,640.624,643.451,644.280,646.066,646.303,643.599,642.712,642.365,645.389,645.195,648.472,642.527,1.152,646.646,644.400,643.770,0.527,-544.798,-289.718,14.557,175.910,-100.419
83719.019,301.254,0.968,15.882,122.096,121.673,639.975,643.004,645.671,645.753,646.520,643.079,643.354,642.687,644.607,646.343,648.155,643.165,1.571,646.227,644.919,644.334,0.537,-544.798,-289.718,14.557,175.910,-100.408
83727.082,301.256,0.968,15.881,122.096,121.673,640.624,642.781,645.136,646.066,645.655,642.975,642.712,642.472,644.718,646.030,649.000,641.782,1.571,646.750,644.296,643.770,0.537,-544.798,-289.718,14.557,175.878,-100.398
83714.988,301.256,0.968,15.877,122.017,121.833,640.841,643.562,645.457,645.857,646.628,642.351,643.140,643.009,645.501,645.821,648.578,642.527,0.628,646.332,645.023,643.093,0.537,-544.798,-289.718,14.557,175.845,-100.408
83714.988,301.254,0.968,15.887,122.176,121.673,640.732,642.892,645.136,646.066,646.303,643.287,641.857,642.580,644.942,646.030,648.050,642.527,1.466,645.913,644.296,643.883,0.537,-544.798,-289.718,14.557,175.861,-100.398
83719.019,301.257,0.968,15.887,122.176,121.833,640.299,642.781,644.922,645.857,646.952,642.247,642.605,641.936,645.166,645.821,647.839,641.995,1.152,646.436,644.504,643.431,0.558,-544.798,-289.718,14.557,175.878,-100.408
83723.051,301.256,0.968,15.887,122.176,121.993,640.732,642.111,645.350,646.276,646.195,642.871,642.712,643.009,644.607,646.134,648.789,641.888,1.675,646.855,645.023,643.995,0.527,-544.798,-289.718,14.557,175.878,-100.419
83723.051,301.256,0.968,15.876,122.017,121.993,640.526,643.227,644.922,645.857,646.844,642.767,643.033,642.687,645.389,645.403,648.261,643.165,1.047,646.855,645.023,643.995,0.537,-544.798,-289.718,14.557,175.878,-100.419
83719.019,301.256,0.968,15.882,122.096,121.993,640.309,643.451,645.564,645.439,646.628,643.079,642.392,642.794,645.166,646.447,648.472,641.995,1.466,645.913,644.296,644.108,0.517,-544.798,-289.718,14.557,175.894,-100.398
83714.988,301.252,0.968,15.882,122.096,121.673,640.742,643.004,645.350,646.380,646.520,643.287,642.605,642.043,645.054,646.447,649.212,642.101,1.466,646.855,643.985,643.883,0.548,-544.798,-289.718,14.557,175.878,-100.398
83719.019,301.252,0.968,15.887,122.176,121.993,640.742,642.892,645.136,645.962,647.277,642.767,642.605,642.901,644.607,646.238,648.472,642.527,1.361,646.122,644.608,642.980,0.527,-544.798,-289.718,14.557,175.894,-100.408
83719.019,301.256,0.968,15.887,122.176,121.833,641.175,643.339,645.136,646.066,646.303,643.703,642.819,642.794,645.837,645.508,648.895,642.952,1.989,647.064,644.816,644.672,0.527,-544.798,-289.718,14.557,175.894,-100.419
83719.019,301.256,0.968,15.882,122.096,121.993,640.309,643.339,645.457,645.544,646.520,643.079,642.712,642.687,644.495,646.447,648.155,642.527,1.047,646.541,645.127,644.221,0.548,-544.798,-289.718,14.557,175.910,-100.408
83719.019,301.256,0.968,15.882,122.096,121.833,641.283,642.669,644.922,645.857,646.195,643.287,642.605,643.009,645.166,646.343,648.684,641.995,1.256,646.855,644.816,643.995,0.517,-544.798,-289.718,14.557,175.861,-100.408
83723.051,301.254,0.968,15.881,122.096,121.513,640.634,643.562,645.350,645.753,646.412,642.871,642.819,643.125,645.278,646.343,648.367,642.633,0.209,646.332,644.712,643.883,0.537,-544.798,-289.718,14.557,175.894,-100.398
83723.051,301.254,0.968,15.881,122.096,121.833,640.526,643.562,645.350,645.648,646.736,643.079,642.499,642.911,644.942,646.134,648.261,642.314,1.256,645.913,644.712,644.221,0.537,-544.798,-289.718,14.557,175.878,-100.408
83723.051,301.256,0.968,15.871,121.938,121.993,639.876,642.669,645.564,646.276,646.087,642.663,643.140,641.731,644.942,646.445,648.367,641.995,1.256,646.227,644.400,643.544,0.537,-544.798,-289.718,14.557,175.894,-100.408
83723.051,301.256,0.968,15.887,122.176,121.993,640.526,642.446,645.029,645.648,646.520,642.663,642.926,643.125,644.159,646.028,648.684,642.314,1.361,647.064,645.127,643.206,0.517,-544.798,-289.718,14.557,175.894,-100.408
83723.051,301.254,0.968,15.887,122.176,121.993,639.984,643.116,644.280,645.439,646.087,642.663,642.178,642.482,645.501,644.880,648.050,641.995,1.256,645.913,644.608,644.108,0.537,-544.798,-289.718,14.557,175.878,-100.408
83719.019,301.256,0.968,15.887,122.176,122.154,640.201,642.781,645.243,644.707,646.736,642.559,642.392,642.374,644.495,646.341,648.050,642.314,1.780,645.704,644.608,644.221,0.527,-544.798,-289.718,14.557,175.878,-100.398
83719.019,301.256,0.968,15.892,122.255,121.833,640.526,642.334,645.457,646.171,645.763,642.767,642.926,642.374,645.054,646.132,648.684,641.356,1.047,646.750,644.089,644.221,0.527,-544.798,-289.718,14.557,175.878,-100.408
83731.113,301.256,0.968,15.881,122.096,122.154,640.958,643.227,645.136,645.753,646.412,642.143,642.712,642.482,644.383,645.506,648.789,642.740,1.256,646.541,645.127,643.657,0.527,-544.798,-289.718,14.557,175.878,-100.419
83727.082,301.256,0.968,15.891,122.255,121.993,640.634,643.339,644.815,646.066,646.303,643.287,641.857,642.696,645.725,645.193,648.367,642.314,1.466,645.704,643.881,643.883,0.527,-544.798,-289.718,14.557,175.861,-100.408
83723.051,301.254,0.968,15.892,122.255,121.833,639.648,642.781,645.350,645.962,646.412,642.975,643.247,642.374,644.607,646.028,648.050,642.527,1.466,646.646,644.919,644.447,0.527,-544.798,-289.718,14.557,175.878,-100.419
83727.082,301.254,0.968,15.886,122.176,122.154,641.164,642.334,645.243,645.335,645.979,642.975,642.499,643.018,644.271,645.819,648.578,641.569,1.256,646.646,645.231,644.559,0.537,-544.798,-289.718,14.557,175.861,-100.419
