%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82755.516,301.485,0.956,14.998,107.551,103.943,-462.056,-459.308,-458.182,-457.659,-456.512,-460.334,-461.600,-461.212,-458.191,-458.045,-454.757,-461.589,0.314,-456.055,-457.915,-459.830,-3.690,-544.798,-289.718,14.557,37.985,-15.014
82751.484,301.480,0.956,14.993,107.472,104.103,-462.597,-459.862,-457.434,-457.973,-456.836,-460.127,-461.707,-461.105,-458.861,-456.273,-455.179,-461.802,0.628,-456.996,-457.915,-459.830,-3.690,-544.798,-289.718,14.557,37.985,-15.024
82751.484,301.480,0.956,14.976,107.235,103.943,-462.272,-459.640,-458.286,-456.824,-457.483,-460.127,-461.493,-461.212,-459.084,-456.482,-453.914,-462.439,0.942,-455.428,-458.330,-460.055,-3.690,-544.798,-289.718,14.557,37.969,-15.045
82747.453,301.481,0.956,14.993,107.472,104.263,-462.164,-459.974,-457.751,-456.892,-456.728,-460.334,-461.280,-460.249,-459.531,-457.003,-454.230,-461.589,0.314,-456.055,-457.604,-461.068,-3.679,-544.798,-289.718,14.557,37.985,-15.014
82743.422,301.478,0.956,14.999,107.551,103.943,-462.164,-459.305,-458.179,-457.414,-456.728,-460.023,-461.493,-460.998,-458.973,-457.315,-454.968,-461.271,0.733,-456.369,-458.744,-459.155,-3.679,-544.798,-289.718,14.557,37.969,-15.014
82755.516,301.480,0.956,15.003,107.630,103.783,-463.245,-459.305,-457.751,-457.414,-456.728,-460.435,-461.173,-460.998,-458.638,-456.273,-455.390,-461.483,0.942,-456.891,-457.500,-460.168,-3.679,-544.798,-289.718,14.557,37.969,-15.014
82747.453,301.481,0.956,14.999,107.551,103.783,-461.732,-460.085,-457.858,-456.892,-456.944,-460.435,-461.491,-460.998,-459.308,-456.899,-454.546,-462.545,0.733,-456.160,-458.122,-459.717,-3.669,-544.798,-289.718,14.557,37.985,-15.004
82747.453,301.483,0.956,15.004,107.630,103.943,-461.840,-459.862,-457.965,-456.579,-456.296,-460.435,-461.064,-460.141,-459.084,-456.794,-454.441,-461.164,0.105,-456.160,-458.019,-460.168,-3.679,-544.798,-289.718,14.557,37.969,-15.024
82755.516,301.480,0.956,15.003,107.630,103.943,-462.272,-459.082,-457.431,-457.622,-456.512,-459.709,-462.132,-460.890,-458.862,-456.899,-455.073,-461.377,0.838,-456.787,-458.226,-459.380,-3.690,-544.798,-289.718,14.557,37.952,-15.024
82743.422,301.481,0.956,14.999,107.551,103.623,-463.137,-459.974,-457.751,-457.414,-456.296,-460.539,-461.171,-461.746,-459.197,-456.932,-455.495,-462.332,0.524,-456.055,-458.433,-460.280,-3.690,-544.798,-289.718,14.557,37.952,-15.034
