%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82388.659,301.028,0.953,14.993,107.169,106.859,-995.819,-992.292,-991.503,-990.751,-989.768,-993.311,-995.559,-994.502,-992.67,-990.595,-988.226,-995.219,-0.209,-989.329,-991.303,-993.505,-8.375,-544.798,-289.718,14.557,237.372,-120.028
82384.628,301.027,0.953,14.983,107.011,106.699,-996.142,-992.399,-991.183,-991.063,-989.66,-993.415,-994.706,-994.395,-992.559,-990.179,-988.226,-995.431,0.105,-990.059,-991.199,-993.617,-8.396,-544.798,-289.718,14.557,237.389,-120.048
82388.659,301.03,0.953,14.977,106.932,106.699,-996.034,-993.846,-990.812,-990.438,-990.307,-993.415,-995.133,-994.715,-992.113,-990.179,-987.7,-995.643,-0.209,-989.12,-991.303,-992.943,-8.375,-544.798,-289.718,14.557,237.405,-120.048
82388.659,301.028,0.953,14.982,107.011,106.379,-995.603,-992.51,-990.705,-990.644,-989.445,-993.933,-995.026,-994.181,-992.113,-989.763,-988.016,-995.643,0.105,-988.703,-991.096,-994.404,-8.396,-544.798,-289.718,14.557,237.405,-120.038
82384.628,301.025,0.953,14.983,107.011,106.859,-995.495,-992.177,-991.025,-990.435,-989.876,-993.208,-995.452,-994.395,-992.559,-990.491,-988.331,-995.537,0.419,-989.642,-991.303,-993.28,-8.375,-544.798,-289.718,14.557,237.421,-120.038
82380.596,301.025,0.953,14.972,106.853,106.859,-996.358,-992.622,-991.345,-990.644,-989.984,-993.205,-995.346,-995.036,-992.559,-989.971,-988.753,-995.325,0.419,-989.537,-991.406,-993.505,-8.375,-544.798,-289.718,14.557,237.405,-120.038
82400.753,301.025,0.954,14.981,107.011,106.699,-995.063,-993.401,-991.238,-990.748,-989.876,-993.827,-994.384,-994.288,-992.559,-989.659,-987.805,-995.749,0.105,-989.537,-991.51,-994.067,-8.375,-544.798,-289.718,14.557,237.405,-120.028
82392.69,301.025,0.954,14.976,106.932,106.539,-996.034,-992.733,-991.879,-990.644,-989.768,-994.241,-995.663,-994.5,-992.336,-990.283,-988.542,-995.113,0.209,-989.329,-991.096,-994.404,-8.354,-544.798,-289.718,14.557,237.405,-120.038
82388.659,301.028,0.953,14.977,106.932,106.699,-995.495,-992.399,-991.345,-990.956,-989.876,-993.308,-995.45,-994.18,-992.511,-990.387,-987.805,-995.325,0.838,-989.955,-990.786,-993.168,-8.365,-544.798,-289.718,14.557,237.372,-120.038
82388.659,301.027,0.953,14.982,107.011,106.699,-996.034,-992.956,-991.132,-990.748,-990.199,-993.412,-994.917,-995.034,-992.177,-989.552,-988.963,-995.537,0.419,-989.433,-991.613,-993.955,-8.365,-544.798,-289.718,14.557,237.405,-120.028
