%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83255.409,299.524,0.968,15.148,111.093,109.910,-600.183,-598.178,-595.836,-594.887,-594.250,-598.867,-599.553,-598.288,-598.477,-595.163,-592.246,-599.627,0.314,-594.174,-596.074,-598.845,-6.136,-544.798,-289.718,14.557,89.937,-80.160
83247.346,299.524,0.968,15.138,110.935,109.750,-601.156,-597.508,-596.156,-594.887,-594.682,-598.659,-599.233,-598.930,-596.802,-595.580,-592.773,-599.521,0.314,-594.174,-596.074,-597.607,-6.126,-544.798,-289.718,14.557,89.937,-80.139
83251.377,299.525,0.968,15.148,111.093,109.910,-601.264,-598.177,-595.833,-596.453,-594.574,-598.452,-599.340,-598.823,-596.914,-594.642,-593.405,-599.733,-0.105,-594.592,-595.866,-597.944,-6.126,-544.798,-289.718,14.557,89.937,-80.150
83259.440,299.522,0.968,15.137,110.935,109.590,-600.615,-597.954,-595.513,-594.989,-595.113,-598.452,-599.233,-598.074,-597.360,-594.746,-592.562,-600.476,0.524,-593.861,-596.799,-598.282,-6.116,-544.798,-289.718,14.557,89.953,-80.160
83263.472,299.524,0.968,15.142,111.014,109.910,-600.507,-597.619,-595.299,-595.198,-594.250,-598.659,-599.446,-599.144,-597.249,-594.954,-592.878,-599.521,-0.314,-593.861,-596.281,-598.057,-6.126,-544.798,-289.718,14.557,89.937,-80.150
83251.377,299.524,0.968,15.143,111.014,109.590,-600.724,-597.619,-595.299,-595.094,-594.682,-597.813,-600.301,-598.930,-597.025,-595.371,-592.351,-599.521,-0.105,-594.697,-596.177,-597.044,-6.116,-544.798,-289.718,14.557,89.953,-80.150
83247.346,299.524,0.968,15.143,111.014,109.750,-600.615,-597.842,-595.513,-595.615,-594.682,-598.124,-598.911,-599.358,-597.025,-594.329,-592.562,-599.308,0.209,-594.279,-596.177,-598.282,-6.116,-544.798,-289.718,14.557,89.920,-80.150
83255.409,299.522,0.968,15.132,110.856,109.590,-600.615,-598.511,-595.299,-595.094,-594.358,-598.539,-599.552,-598.715,-597.695,-594.954,-592.984,-599.945,0.209,-593.965,-595.970,-598.507,-6.126,-544.798,-289.718,14.557,89.969,-80.139
83247.346,299.522,0.968,15.138,110.935,109.590,-601.048,-597.396,-597.116,-595.615,-594.358,-598.020,-599.018,-598.500,-596.374,-595.684,-592.456,-599.521,0.105,-594.906,-595.763,-597.607,-6.116,-544.798,-289.718,14.557,89.986,-80.150
83255.409,299.525,0.968,15.142,111.014,109.910,-600.940,-597.508,-595.513,-596.033,-594.142,-598.124,-599.338,-599.250,-596.932,-594.953,-592.984,-599.521,0.105,-594.801,-595.763,-598.169,-6.105,-544.798,-289.718,14.557,89.953,-80.150
